"","entrezId","geneSymbol","chromosome"
"18034",55734,"ZFP64","chr20"
"18035",55735,"DNAJC11","chr1"
"18036",55737,"VPS35","chr16"
"18037",55738,"ARFGAP1","chr20"
"18038",55739,"CARKD","chr13"
"18039",55740,"ENAH","chr1"
"18040",55741,"EDEM2","chr20"
"18041",55742,"PARVA","chr11"
"18042",55743,"CHFR","chr12"
"18043",55744,"C7orf44","chr7"
"18044",55745,"MUDENG","chr14"
"18045",55746,"NUP133","chr1"
"18046",55747,"FAM21B","chr10"
"18047",55748,"CNDP2","chr18"
"18048",55749,"CCAR1","chr10"
"18049",5575,"PRKAR1B","chr7"
"18050",55750,"AGK","chr7"
"18051",55751,"TMEM184C","chr4"
"18052",55752,"SEPT11","chr4"
"18053",55753,"OGDHL","chr10"
"18054",55754,"TMEM30A","chr6"
"18055",55755,"CDK5RAP2","chr9"
"18056",55756,"INTS9","chr8"
"18057",55757,"UGGT2","chr13"
"18058",55758,"RCOR3","chr1"
"18059",55759,"WDR12","chr2"
"18060",5576,"PRKAR2A","chr3"
"18061",55760,"DHX32","chr10"
"18062",55761,"TTC17","chr11"
"18063",55762,"ZNF701","chr19"
"18064",55763,"EXOC1","chr4"
"18065",55764,"IFT122","chr3"
"18066",55765,"C1orf106","chr1"
"18067",55766,"H2AFJ","chr12"
"18068",55768,"NGLY1","chr3"
"18069",55769,"ZNF83","chr19"
"18070",5577,"PRKAR2B","chr7"
"18071",55770,"EXOC2","chr6"
"18072",55771,"PRR11","chr17"
"18073",55773,"TBC1D23","chr3"
"18074",55775,"TDP1","chr14"
"18075",55776,"SAYSD1","chr6"
"18076",55777,"MBD5","chr2"
"18077",55778,"ZNF839","chr14"
"18078",55779,"WDR52","chr3"
"18079",5578,"PRKCA","chr17"
"18080",55780,"C6orf70","chr6"
"18081",55781,"RIOK2","chr5"
"18082",55783,"FTSJD1","chr16"
"18083",55784,"MCTP2","chr15"
"18084",55785,"FGD6","chr12"
"18085",55786,"ZNF415","chr19"
"18086",55787,"TXLNG","chrX"
"18087",55788,"LMBRD1","chr6"
"18088",55789,"DEPDC1B","chr5"
"18089",5579,"PRKCB","chr16"
"18090",55790,"CSGALNACT1","chr8"
"18091",55791,"LRIF1","chr1"
"18092",55793,"FAM63A","chr1"
"18093",55794,"DDX28","chr16"
"18094",55795,"PCID2","chr13"
"18095",55796,"MBNL3","chrX"
"18096",55798,"METTL2B","chr7"
"18097",55799,"CACNA2D3","chr3"
"18098",558,"AXL","chr19"
"18099",5580,"PRKCD","chr3"
"18100",55800,"SCN3B","chr11"
"18101",55801,"IL26","chr12"
"18102",55802,"DCP1A","chr3"
"18103",55803,"ADAP2","chr17"
"18104",55805,"LRP2BP","chr4"
"18105",55806,"HR","chr8"
"18106",55808,"ST6GALNAC1","chr17"
"18107",55809,"TRERF1","chr6"
"18108",5581,"PRKCE","chr2"
"18109",55810,"FOXJ2","chr12"
"18110",55811,"ADCY10","chr1"
"18111",55812,"SPATA7","chr14"
"18112",55813,"UTP6","chr17"
"18113",55814,"BDP1","chr5"
"18114",55815,"TSNAXIP1","chr16"
"18115",55816,"DOK5","chr20"
"18116",55818,"KDM3A","chr2"
"18117",55819,"RNF130","chr5"
"18118",5582,"PRKCG","chr19"
"18119",55821,"ALLC","chr2"
"18120",55823,"VPS11","chr11"
"18121",55824,"PAG1","chr8"
"18122",55825,"PECR","chr2"
"18123",55827,"DCAF6","chr1"
"18124",55829,"SELS","chr15"
"18125",5583,"PRKCH","chr14"
"18126",55830,"GLT8D1","chr3"
"18127",55831,"TMEM111","chr3"
"18128",55832,"CAND1","chr12"
"18129",55833,"UBAP2","chr9"
"18130",55835,"CENPJ","chr13"
"18131",55837,"EAPP","chr14"
"18132",55839,"CENPN","chr16"
"18133",5584,"PRKCI","chr3"
"18134",55840,"EAF2","chr3"
"18135",55841,"WWC3","chrX"
"18136",55843,"ARHGAP15","chr2"
"18137",55845,"BRK1","chr3"
"18138",55846,"ITFG2","chr12"
"18139",55847,"CISD1","chr10"
"18140",55848,"C9orf46","chr9"
"18141",5585,"PKN1","chr19"
"18142",55850,"USE1","chr19"
"18143",55851,"PSENEN","chr19"
"18144",55852,"TEX2","chr17"
"18145",55853,"IDI2-AS1","chr10"
"18146",55854,"ZC3H15","chr2"
"18147",55855,"FAM45B","chrX"
"18148",55856,"ACOT13","chr6"
"18149",55857,"PLK1S1","chr20"
"18150",55858,"TMEM165","chr4"
"18151",55859,"BEX1","chrX"
"18152",5586,"PKN2","chr1"
"18153",55860,"ACTR10","chr14"
"18154",55861,"DBNDD2","chr20"
"18155",55862,"ECHDC1","chr6"
"18156",55863,"TMEM126B","chr11"
"18157",55867,"SLC22A11","chr11"
"18158",55869,"HDAC8","chrX"
"18159",5587,"PRKD1","chr14"
"18160",55870,"ASH1L","chr1"
"18161",55871,"CBWD1","chr9"
"18162",55872,"PBK","chr8"
"18163",55876,"GSDMB","chr17"
"18164",55879,"GABRQ","chrX"
"18165",5588,"PRKCQ","chr10"
"18166",55884,"WSB2","chr12"
"18167",55885,"LMO3","chr12"
"18168",55888,"ZNF167","chr3"
"18169",55889,"GOLGA6B","chr15"
"18170",5589,"PRKCSH","chr19"
"18171",55890,"GPRC5C","chr17"
"18172",55891,"LENEP","chr1"
"18173",55892,"MYNN","chr3"
"18174",55893,"ZNF395","chr8"
"18175",55894,"DEFB103B","chr8"
"18176",55897,"MESP1","chr15"
"18177",55898,"UNC45A","chr15"
"18178",5590,"PRKCZ","chr1"
"18179",55900,"ZNF302","chr19"
"18180",55901,"THSD1","chr13"
"18181",55902,"ACSS2","chr20"
"18182",55904,"MLL5","chr7"
"18183",55905,"RNF114","chr20"
"18184",55906,"ZC4H2","chrX"
"18185",55907,"CMAS","chr12"
"18186",55908,"C19orf80","chr19"
"18187",55909,"BIN3","chr8"
"18188",5591,"PRKDC","chr8"
"18189",55911,"APOBR","chr16"
"18190",55914,"ERBB2IP","chr5"
"18191",55915,"LANCL2","chr7"
"18192",55916,"NXT2","chrX"
"18193",55917,"CTTNBP2NL","chr1"
"18194",5592,"PRKG1","chr10"
"18195",55920,"RCC2","chr1"
"18196",55922,"NKRF","chrX"
"18197",55924,"FAM212B","chr1"
"18198",55929,"DMAP1","chr1"
"18199",5593,"PRKG2","chr4"
"18200",55930,"MYO5C","chr15"
"18201",55937,"APOM","chr6"
"18202",5594,"MAPK1","chr22"
"18203",5595,"MAPK3","chr16"
"18204",55954,"ZMAT5","chr22"
"18205",55957,"LIN37","chr19"
"18206",55958,"KLHL9","chr9"
"18207",55959,"SULF2","chr20"
"18208",5596,"MAPK4","chr18"
"18209",55964,"SEPT3","chr22"
"18210",55966,"AJAP1","chr1"
"18211",55967,"NDUFA12","chr12"
"18212",55968,"NSFL1C","chr20"
"18213",55969,"C20orf24","chr20"
"18214",5597,"MAPK6","chr15"
"18215",55970,"GNG12","chr1"
"18216",55971,"BAIAP2L1","chr7"
"18217",55972,"SLC25A40","chr7"
"18218",55973,"BCAP29","chr7"
"18219",55974,"SLC50A1","chr1"
"18220",55975,"KLHL7","chr7"
"18221",5598,"MAPK7","chr17"
"18222",5599,"MAPK8","chr10"
"18223",55997,"CFC1","chr2"
"18224",55998,"NXF5","chrX"
"18225",55999,"NXF4","chrX"
"18226",56,"ACRV1","chr11"
"18227",5600,"MAPK11","chr22"
"18228",56000,"NXF3","chrX"
"18229",56001,"NXF2","chrX"
"18230",56005,"C19orf10","chr19"
"18231",56006,"SMG9","chr19"
"18232",5601,"MAPK9","chr5"
"18233",5602,"MAPK10","chr4"
"18234",5603,"MAPK13","chr6"
"18235",56033,"BARX1","chr9"
"18236",56034,"PDGFC","chr4"
"18237",5604,"MAP2K1","chr15"
"18238",5605,"MAP2K2","chr19"
"18239",56052,"ALG1","chr16"
"18240",5606,"MAP2K3","chr17"
"18241",56061,"UBFD1","chr16"
"18242",56062,"KLHL4","chrX"
"18243",56063,"TMEM234","chr1"
"18244",5607,"MAP2K5","chr15"
"18245",5608,"MAP2K6","chr17"
"18246",5609,"MAP2K7","chr19"
"18247",56097,"PCDHGC5","chr5"
"18248",56098,"PCDHGC4","chr5"
"18249",56099,"PCDHGB7","chr5"
"18250",5610,"EIF2AK2","chr2"
"18251",56100,"PCDHGB6","chr5"
"18252",56101,"PCDHGB5","chr5"
"18253",56102,"PCDHGB3","chr5"
"18254",56103,"PCDHGB2","chr5"
"18255",56104,"PCDHGB1","chr5"
"18256",56105,"PCDHGA11","chr5"
"18257",56106,"PCDHGA10","chr5"
"18258",56107,"PCDHGA9","chr5"
"18259",56108,"PCDHGA7","chr5"
"18260",56109,"PCDHGA6","chr5"
"18261",5611,"DNAJC3","chr13"
"18262",56110,"PCDHGA5","chr5"
"18263",56111,"PCDHGA4","chr5"
"18264",56112,"PCDHGA3","chr5"
"18265",56113,"PCDHGA2","chr5"
"18266",56114,"PCDHGA1","chr5"
"18267",5612,"PRKRIR","chr11"
"18268",56120,"PCDHGB8P","chr5"
"18269",56121,"PCDHB15","chr5"
"18270",56122,"PCDHB14","chr5"
"18271",56123,"PCDHB13","chr5"
"18272",56124,"PCDHB12","chr5"
"18273",56125,"PCDHB11","chr5"
"18274",56126,"PCDHB10","chr5"
"18275",56127,"PCDHB9","chr5"
"18276",56128,"PCDHB8","chr5"
"18277",56129,"PCDHB7","chr5"
"18278",5613,"PRKX","chrX"
"18279",56130,"PCDHB6","chr5"
"18280",56131,"PCDHB4","chr5"
"18281",56132,"PCDHB3","chr5"
"18282",56133,"PCDHB2","chr5"
"18283",56134,"PCDHAC2","chr5"
"18284",56135,"PCDHAC1","chr5"
"18285",56136,"PCDHA13","chr5"
"18286",56137,"PCDHA12","chr5"
"18287",56138,"PCDHA11","chr5"
"18288",56139,"PCDHA10","chr5"
"18289",56140,"PCDHA8","chr5"
"18290",56141,"PCDHA7","chr5"
"18291",56142,"PCDHA6","chr5"
"18292",56143,"PCDHA5","chr5"
"18293",56144,"PCDHA4","chr5"
"18294",56145,"PCDHA3","chr5"
"18295",56146,"PCDHA2","chr5"
"18296",56147,"PCDHA1","chr5"
"18297",56154,"TEX15","chr8"
"18298",56155,"TEX14","chr17"
"18299",56156,"TEX13B","chrX"
"18300",56157,"TEX13A","chrX"
"18301",56158,"TEX12","chr11"
"18302",56159,"TEX11","chrX"
"18303",5616,"PRKY","chrY"
"18304",56160,"NDNL2","chr15"
"18305",56163,"RNF17","chr13"
"18306",56164,"STK31","chr7"
"18307",56165,"TDRD1","chr10"
"18308",56169,"GSDMC","chr8"
"18309",5617,"PRL","chr6"
"18310",56171,"DNAH7","chr2"
"18311",56172,"ANKH","chr5"
"18312",5618,"PRLR","chr5"
"18313",56180,"MOSPD1","chrX"
"18314",56181,"FAM54B","chr1"
"18315",5619,"PRM1","chr16"
"18316",5620,"PRM2","chr16"
"18317",56203,"LMOD3","chr3"
"18318",56204,"FAM214A","chr15"
"18319",5621,"PRNP","chr20"
"18320",5623,"PSPN","chr19"
"18321",5624,"PROC","chr2"
"18322",56241,"SUSD2","chr22"
"18323",56242,"ZNF253","chr19"
"18324",56243,"KIAA1217","chr10"
"18325",56244,"BTNL2","chr6"
"18326",56245,"C21orf62","chr21"
"18327",56246,"MRAP","chr21"
"18328",5625,"PRODH","chr22"
"18329",56252,"YLPM1","chr14"
"18330",56253,"CRTAM","chr11"
"18331",56254,"RNF20","chr9"
"18332",56255,"TMX4","chr20"
"18333",56256,"SERTAD4","chr1"
"18334",56257,"MEPCE","chr7"
"18335",56259,"CTNNBL1","chr20"
"18336",5626,"PROP1","chr5"
"18337",56260,"C8orf44","chr8"
"18338",56261,"GPCPD1","chr20"
"18339",56262,"LRRC8A","chr9"
"18340",56265,"CPXM1","chr20"
"18341",56267,"CCBL2","chr1"
"18342",56269,"IRGC","chr19"
"18343",5627,"PROS1","chr3"
"18344",56270,"WDR45L","chr17"
"18345",56271,"BEX4","chrX"
"18346",56287,"GKN1","chr2"
"18347",56288,"PARD3","chr10"
"18348",5629,"PROX1","chr1"
"18349",563,"AZGP1","chr7"
"18350",5630,"PRPH","chr12"
"18351",56300,"IL36G","chr2"
"18352",56301,"SLC7A10","chr19"
"18353",56302,"TRPV5","chr7"
"18354",5631,"PRPS1","chrX"
"18355",56311,"ANKRD7","chr7"
"18356",56339,"METTL3","chr14"
"18357",5634,"PRPS2","chrX"
"18358",56341,"PRMT8","chr12"
"18359",56342,"PPAN","chr19"
"18360",56344,"CABP5","chr19"
"18361",5635,"PRPSAP1","chr17"
"18362",5636,"PRPSAP2","chr17"
"18363",5638,"PRRG1","chrX"
"18364",5639,"PRRG2","chr19"
"18365",5641,"LGMN","chr14"
"18366",56413,"LTB4R2","chr14"
"18367",5644,"PRSS1","chr7"
"18368",5645,"PRSS2","chr7"
"18369",5646,"PRSS3","chr9"
"18370",56474,"CTPS2","chrX"
"18371",56475,"RPRM","chr2"
"18372",56477,"CCL28","chr5"
"18373",56478,"EIF4ENIF1","chr22"
"18374",56479,"KCNQ5","chr6"
"18375",5648,"MASP1","chr3"
"18376",5649,"RELN","chr7"
"18377",5650,"KLK7","chr19"
"18378",5651,"TMPRSS15","chr21"
"18379",5652,"PRSS8","chr16"
"18380",56521,"DNAJC12","chr10"
"18381",5653,"KLK6","chr19"
"18382",5654,"HTRA1","chr10"
"18383",56547,"MMP26","chr11"
"18384",56548,"CHST7","chrX"
"18385",5655,"KLK10","chr19"
"18386",5657,"PRTN3","chr19"
"18387",566,"AZU1","chr19"
"18388",5660,"PSAP","chr10"
"18389",56603,"CYP26B1","chr2"
"18390",56605,"ERO1LB","chr1"
"18391",56606,"SLC2A9","chr4"
"18392",56616,"DIABLO","chr12"
"18393",5662,"PSD","chr10"
"18394",56623,"INPP5E","chr9"
"18395",56624,"ASAH2","chr10"
"18396",5663,"PSEN1","chr14"
"18397",5664,"PSEN2","chr1"
"18398",56647,"BCCIP","chr10"
"18399",56648,"EIF5A2","chr3"
"18400",56649,"TMPRSS4","chr11"
"18401",56650,"CLDND1","chr3"
"18402",56651,"LINC00470","chr18"
"18403",56652,"C10orf2","chr10"
"18404",56654,"NPDC1","chr9"
"18405",56655,"POLE4","chr2"
"18406",56656,"OR2S2","chr9"
"18407",56658,"TRIM39","chr6"
"18408",56659,"KCNK13","chr14"
"18409",56660,"KCNK12","chr2"
"18410",56662,"VTRNA1-3","chr5"
"18411",56663,"VTRNA1-2","chr5"
"18412",56664,"VTRNA1-1","chr5"
"18413",56666,"PANX2","chr22"
"18414",56667,"MUC13","chr3"
"18415",56670,"SUCNR1","chr3"
"18416",56672,"AKIP1","chr11"
"18417",56673,"C11orf16","chr11"
"18418",56674,"TMEM9B","chr11"
"18419",56675,"NRIP3","chr11"
"18420",56676,"ASCL3","chr11"
"18421",56681,"SAR1A","chr10"
"18422",56683,"C21orf59","chr21"
"18423",5669,"PSG1","chr19"
"18424",567,"B2M","chr15"
"18425",5670,"PSG2","chr19"
"18426",56704,"JPH1","chr8"
"18427",5671,"PSG3","chr19"
"18428",5672,"PSG4","chr19"
"18429",56729,"RETN","chr19"
"18430",5673,"PSG5","chr19"
"18431",56731,"SLC2A4RG","chr20"
"18432",5675,"PSG6","chr19"
"18433",56751,"BARHL1","chr9"
"18434",5676,"PSG7","chr19"
"18435",56776,"FMN2","chr1"
"18436",5678,"PSG9","chr19"
"18437",5680,"PSG11","chr19"
"18438",5681,"PSKH1","chr16"
"18439",5682,"PSMA1","chr11"
"18440",56829,"ZC3HAV1","chr7"
"18441",5683,"PSMA2","chr7"
"18442",56832,"IFNK","chr9"
"18443",56833,"SLAMF8","chr1"
"18444",56834,"GPR137","chr11"
"18445",5684,"PSMA3","chr14"
"18446",56848,"SPHK2","chr19"
"18447",56849,"TCEAL7","chrX"
"18448",5685,"PSMA4","chr15"
"18449",56850,"GRIPAP1","chrX"
"18450",56851,"C15orf24","chr15"
"18451",56852,"RAD18","chr3"
"18452",56853,"CELF4","chr18"
"18453",5686,"PSMA5","chr1"
"18454",5687,"PSMA6","chr14"
"18455",5688,"PSMA7","chr20"
"18456",56882,"CDC42SE1","chr1"
"18457",56884,"FSTL5","chr4"
"18458",56886,"UGGT1","chr2"
"18459",56888,"KCMF1","chr2"
"18460",56889,"TM9SF3","chr10"
"18461",5689,"PSMB1","chr6"
"18462",56890,"MDM1","chr12"
"18463",56891,"LGALS14","chr19"
"18464",56892,"C8orf4","chr8"
"18465",56893,"UBQLN4","chr1"
"18466",56894,"AGPAT3","chr21"
"18467",56895,"AGPAT4","chr6"
"18468",56896,"DPYSL5","chr2"
"18469",56897,"WRNIP1","chr6"
"18470",56898,"BDH2","chr4"
"18471",56899,"ANKS1B","chr12"
"18472",5690,"PSMB2","chr1"
"18473",56900,"TMEM167B","chr1"
"18474",56901,"NDUFA4L2","chr12"
"18475",56902,"PNO1","chr2"
"18476",56903,"PAPOLB","chr7"
"18477",56904,"SH3GLB2","chr9"
"18478",56905,"C15orf39","chr15"
"18479",56906,"THAP10","chr15"
"18480",56907,"SPIRE1","chr18"
"18481",5691,"PSMB3","chr17"
"18482",56910,"STARD7","chr2"
"18483",56911,"C21orf7","chr21"
"18484",56912,"IFT46","chr11"
"18485",56913,"C1GALT1","chr7"
"18486",56914,"OTOR","chr20"
"18487",56915,"EXOSC5","chr19"
"18488",56916,"SMARCAD1","chr4"
"18489",56917,"MEIS3","chr19"
"18490",56918,"C2orf83","chr2"
"18491",56919,"DHX33","chr17"
"18492",5692,"PSMB4","chr1"
"18493",56920,"SEMA3G","chr3"
"18494",56922,"MCCC1","chr3"
"18495",56923,"NMUR2","chr5"
"18496",56924,"PAK6","chr15"
"18497",56925,"LXN","chr3"
"18498",56926,"NCLN","chr19"
"18499",56927,"GPR108","chr19"
"18500",56928,"SPPL2B","chr19"
"18501",56929,"FEM1C","chr5"
"18502",5693,"PSMB5","chr14"
"18503",56931,"DUS3L","chr19"
"18504",56934,"CA10","chr17"
"18505",56935,"C11orf75","chr11"
"18506",56936,"C14orf162","chr14"
"18507",56937,"PMEPA1","chr20"
"18508",56938,"ARNTL2","chr12"
"18509",5694,"PSMB6","chr17"
"18510",56940,"DUSP22","chr6"
"18511",56941,"C3orf37","chr3"
"18512",56942,"CMC2","chr16"
"18513",56943,"ENY2","chr8"
"18514",56944,"OLFML3","chr1"
"18515",56945,"MRPS22","chr3"
"18516",56946,"C11orf30","chr11"
"18517",56947,"MFF","chr2"
"18518",56948,"SDR39U1","chr14"
"18519",56949,"XAB2","chr19"
"18520",5695,"PSMB7","chr9"
"18521",56950,"SMYD2","chr1"
"18522",56951,"C5orf15","chr5"
"18523",56952,"PRTFDC1","chr10"
"18524",56953,"NT5M","chr17"
"18525",56954,"NIT2","chr3"
"18526",56955,"MEPE","chr4"
"18527",56956,"LHX9","chr1"
"18528",56957,"OTUD7B","chr1"
"18529",5696,"PSMB8","chr6"
"18530",56961,"SHD","chr19"
"18531",56963,"RGMA","chr15"
"18532",56964,"WDR93","chr15"
"18533",56965,"PARP6","chr15"
"18534",56967,"C14orf132","chr14"
"18535",56969,"RPL23AP32","chr2"
"18536",5697,"PYY","chr17"
"18537",56970,"ATXN7L3","chr17"
"18538",56971,"CEACAM19","chr19"
"18539",56975,"FAM20C","chr7"
"18540",56977,"STOX2","chr4"
"18541",56978,"PRDM8","chr4"
"18542",56979,"PRDM9","chr5"
"18543",5698,"PSMB9","chr6"
"18544",56980,"PRDM10","chr11"
"18545",56981,"PRDM11","chr11"
"18546",56983,"POGLUT1","chr3"
"18547",56984,"PSMG2","chr18"
"18548",56985,"C17orf48","chr17"
"18549",56986,"DTWD1","chr15"
"18550",56987,"BBX","chr3"
"18551",5699,"PSMB10","chr16"
"18552",56990,"CDC42SE2","chr5"
"18553",56992,"KIF15","chr3"
"18554",56993,"TOMM22","chr22"
"18555",56994,"CHPT1","chr12"
"18556",56995,"TULP4","chr6"
"18557",56996,"SLC12A9","chr7"
"18558",56997,"ADCK3","chr1"
"18559",56998,"CTNNBIP1","chr1"
"18560",56999,"ADAMTS9","chr3"
"18561",570,"BAAT","chr9"
"18562",5700,"PSMC1","chr14"
"18563",57001,"ACN9","chr7"
"18564",57002,"YAE1D1","chr7"
"18565",57003,"CCDC47","chr17"
"18566",57007,"CXCR7","chr2"
"18567",5701,"PSMC2","chr7"
"18568",57010,"CABP4","chr11"
"18569",57016,"AKR1B10","chr7"
"18570",57017,"COQ9","chr16"
"18571",57018,"CCNL1","chr3"
"18572",57019,"CIAPIN1","chr16"
"18573",5702,"PSMC3","chr11"
"18574",57020,"C16orf62","chr16"
"18575",57026,"PDXP","chr22"
"18576",57030,"SLC17A7","chr19"
"18577",57035,"C1orf63","chr1"
"18578",57037,"ANKMY2","chr7"
"18579",57038,"RARS2","chr6"
"18580",5704,"PSMC4","chr19"
"18581",57045,"TWSG1","chr18"
"18582",57047,"PLSCR2","chr3"
"18583",57048,"PLSCR3","chr17"
"18584",5705,"PSMC5","chr17"
"18585",57050,"UTP3","chr4"
"18586",57053,"CHRNA10","chr11"
"18587",57054,"DAZ3","chrY"
"18588",57055,"DAZ2","chrY"
"18589",57057,"TBX20","chr7"
"18590",5706,"PSMC6","chr14"
"18591",57060,"PCBP4","chr3"
"18592",57061,"HYMAI","chr6"
"18593",57062,"DDX24","chr14"
"18594",5707,"PSMD1","chr2"
"18595",5708,"PSMD2","chr3"
"18596",57082,"CASC5","chr15"
"18597",57084,"SLC17A6","chr11"
"18598",57085,"AGTRAP","chr1"
"18599",57088,"PLSCR4","chr3"
"18600",57089,"ENTPD7","chr10"
"18601",5709,"PSMD3","chr17"
"18602",57091,"CASS4","chr20"
"18603",57092,"PCNP","chr3"
"18604",57093,"TRIM49","chr11"
"18605",57094,"CPA6","chr8"
"18606",57095,"PITHD1","chr1"
"18607",57096,"RPGRIP1","chr14"
"18608",57097,"PARP11","chr12"
"18609",57099,"AVEN","chr15"
"18610",571,"BACH1","chr21"
"18611",5710,"PSMD4","chr1"
"18612",57101,"ANO2","chr12"
"18613",57102,"C12orf4","chr12"
"18614",57103,"C12orf5","chr12"
"18615",57104,"PNPLA2","chr11"
"18616",57105,"CYSLTR2","chr13"
"18617",57106,"NAT14","chr19"
"18618",57107,"PDSS2","chr6"
"18619",57109,"REXO4","chr9"
"18620",5711,"PSMD5","chr9"
"18621",57110,"HRASLS","chr3"
"18622",57111,"RAB25","chr1"
"18623",57113,"TRPC7","chr5"
"18624",57115,"PGLYRP4","chr1"
"18625",57116,"ZNF695","chr1"
"18626",57117,"INTS12","chr4"
"18627",57118,"CAMK1D","chr10"
"18628",57119,"SPINLW1","chr20"
"18629",57120,"GOPC","chr6"
"18630",57121,"LPAR5","chr12"
"18631",57122,"NUP107","chr12"
"18632",57124,"CD248","chr11"
"18633",57125,"PLXDC1","chr17"
"18634",57126,"CD177","chr19"
"18635",57127,"RHBG","chr1"
"18636",57128,"LYRM4","chr6"
"18637",57129,"MRPL47","chr3"
"18638",5713,"PSMD7","chr16"
"18639",57130,"ATP13A1","chr19"
"18640",57132,"CHMP1B","chr18"
"18641",57134,"MAN1C1","chr1"
"18642",57135,"DAZ4","chrY"
"18643",57136,"C20orf3","chr20"
"18644",57139,"RGL3","chr19"
"18645",5714,"PSMD8","chr19"
"18646",57140,"RNPEPL1","chr2"
"18647",57142,"RTN4","chr2"
"18648",57143,"ADCK1","chr14"
"18649",57144,"PAK7","chr20"
"18650",57146,"TMEM159","chr16"
"18651",57147,"SCYL3","chr1"
"18652",57148,"RALGAPB","chr20"
"18653",57149,"LYRM1","chr16"
"18654",5715,"PSMD9","chr12"
"18655",57150,"C6orf162","chr6"
"18656",57151,"LYZL6","chr17"
"18657",57152,"SLURP1","chr8"
"18658",57153,"SLC44A2","chr19"
"18659",57154,"SMURF1","chr7"
"18660",57156,"TMEM63C","chr14"
"18661",57157,"PHTF2","chr7"
"18662",57158,"JPH2","chr20"
"18663",57159,"TRIM54","chr2"
"18664",5716,"PSMD10","chrX"
"18665",57161,"PELI2","chr14"
"18666",57162,"PELI1","chr2"
"18667",57165,"GJC2","chr1"
"18668",57167,"SALL4","chr20"
"18669",57168,"ASPHD2","chr22"
"18670",57169,"ZNFX1","chr20"
"18671",5717,"PSMD11","chr17"
"18672",57171,"DOLPP1","chr9"
"18673",57172,"CAMK1G","chr1"
"18674",57175,"CORO1B","chr11"
"18675",57176,"VARS2","chr6"
"18676",57178,"ZMIZ1","chr10"
"18677",57179,"KIAA1191","chr5"
"18678",5718,"PSMD12","chr17"
"18679",57180,"ACTR3B","chr7"
"18680",57181,"SLC39A10","chr2"
"18681",57182,"ANKRD50","chr4"
"18682",57184,"FAM219B","chr15"
"18683",57185,"NIPAL3","chr1"
"18684",57186,"RALGAPA2","chr20"
"18685",57187,"THOC2","chrX"
"18686",57188,"ADAMTSL3","chr15"
"18687",57189,"KIAA1147","chr7"
"18688",5719,"PSMD13","chr11"
"18689",57190,"SEPN1","chr1"
"18690",57191,"VN1R1","chr19"
"18691",57192,"MCOLN1","chr19"
"18692",57194,"ATP10A","chr15"
"18693",57198,"ATP8B2","chr1"
"18694",572,"BAD","chr11"
"18695",5720,"PSME1","chr14"
"18696",57205,"ATP10D","chr4"
"18697",57209,"ZNF248","chr10"
"18698",5721,"PSME2","chr14"
"18699",57210,"SLC45A4","chr8"
"18700",57211,"GPR126","chr6"
"18701",57212,"TP73-AS1","chr1"
"18702",57213,"SPRYD7","chr13"
"18703",57214,"KIAA1199","chr15"
"18704",57215,"THAP11","chr16"
"18705",57216,"VANGL2","chr1"
"18706",57217,"TTC7A","chr2"
"18707",57221,"KIAA1244","chr6"
"18708",57222,"ERGIC1","chr5"
"18709",57223,"SMEK2","chr2"
"18710",57224,"NHSL1","chr6"
"18711",57226,"LYRM2","chr6"
"18712",57228,"SMAGP","chr12"
"18713",5723,"PSPH","chr7"
"18714",57231,"SNX14","chr6"
"18715",57232,"ZNF630","chrX"
"18716",57234,"FAM91A2","chr1"
"18717",5724,"PTAFR","chr1"
"18718",5725,"PTBP1","chr19"
"18719",572558,"LOC572558","chr9"
"18720",5726,"TAS2R38","chr7"
"18721",5727,"PTCH1","chr9"
"18722",5728,"PTEN","chr10"
"18723",57282,"SLC4A10","chr2"
"18724",5729,"PTGDR","chr14"
"18725",57291,"DANCR","chr4"
"18726",57292,"KIR2DL5A","GL000209.1"
"18727",573,"BAG1","chr9"
"18728",5730,"PTGDS","chr9"
"18729",5731,"PTGER1","chr19"
"18730",5732,"PTGER2","chr14"
"18731",57325,"CSRP2BP","chr20"
"18732",57326,"PBXIP1","chr1"
"18733",5733,"PTGER3","chr1"
"18734",57332,"CBX8","chr17"
"18735",57333,"RCN3","chr19"
"18736",57335,"ZNF286A","chr17"
"18737",57336,"ZNF287","chr17"
"18738",57337,"SENP7","chr3"
"18739",57338,"JPH3","chr16"
"18740",5734,"PTGER4","chr5"
"18741",57343,"ZNF304","chr19"
"18742",57348,"TTYH1","chr19"
"18743",57369,"GJD2","chr15"
"18744",5737,"PTGFR","chr1"
"18745",57379,"AICDA","chr12"
"18746",5738,"PTGFRN","chr1"
"18747",57380,"MRS2","chr6"
"18748",57381,"RHOJ","chr14"
"18749",5739,"PTGIR","chr19"
"18750",57393,"TMEM27","chrX"
"18751",57396,"CLK4","chr5"
"18752",574,"BAGE","chr21"
"18753",5740,"PTGIS","chr20"
"18754",574016,"CLLU1OS","chr12"
"18755",57402,"S100A14","chr1"
"18756",574028,"CLLU1","chr12"
"18757",574029,"DUSP5P","chr1"
"18758",57403,"RAB22A","chr20"
"18759",574030,"MIR362","chrX"
"18760",574031,"MIR363","chrX"
"18761",574032,"MIR20B","chrX"
"18762",574033,"MIR18B","chrX"
"18763",574034,"MIR433","chr14"
"18764",574036,"C1orf133","chr1"
"18765",574038,"MIR431","chr14"
"18766",57404,"CYP20A1","chr2"
